clue,explanation,answer,url
传失其人,提示：“人”理解为单人旁“亻”。“传失其人”理解为“传”字的“亻”失去了，没有了，剩下“专”。传-亻=专。,专,https://www.wwyulu.com/read/45107.html
默记在心上,提示：“默记”说明没有言语，即“记”字没有“言（讠）”，剩下“己”。“己”与谜面中的“心”组成字“忌”。己+心=忌。,忌,https://www.wwyulu.com/read/45105.html
眼前只是一男儿,提示：“眼前”理解为“眼”字的前面部分，为“目”。“男儿”理解为男丁，扣“丁”。丁+目=盯。,盯,https://www.wwyulu.com/read/45103.html
三方合作献真心,提示：“方”理解为方格，形状为“口”。“三方”理解为三个“口”，即“口口口”。“真心”理解为“真”字的中心部分，为“三”。三+口+口+口=晶。,晶,https://www.wwyulu.com/read/45101.html
若是出错，倒放了真凶,提示：“错”理解为做错题老师打的“×”。“倒放了真凶”理解为“凶”字倒过来，变成字“冈”。冈+×=网。,网,https://www.wwyulu.com/read/45099.html
东西南北燕齐飞,提示：“东西南北燕齐飞”理解为“燕”字的东西南北（上下左右）四个方向都飞走了，没有了，剩下中间部分的“口”。,口,https://www.wwyulu.com/read/45097.html
口令传左右，一点无作用,提示：“点”理解为“、”。“口令传左右，一点无作用”理解为“口令”二字的“、”无用，没有了，剩下“口今”，“口”与“今”组成字“吟”。口+今=吟。,吟,https://www.wwyulu.com/read/45095.html
三无产品,提示：“三无产品”反过来理解就是“品”字有了“三”组成字“晶”。品+三=晶。,晶,https://www.wwyulu.com/read/45093.html
出口成句摆棋盘,提示：“出口成句”反过来理解就是“句”字与“口”组成字“局”。句+口=局。“摆棋盘”说明棋局马上开始了，扣“局”，第二次紧扣谜底。,局,https://www.wwyulu.com/read/45091.html
仅仅少了两人,提示：“人”理解为单人旁“亻”。“两人”理解为两个“亻”，即“亻亻”。“仅仅少了两人”理解为“仅仅”少了“亻亻”，剩下“又又”，“又”与“又”组成字“双”。又+又=双。,双,https://www.wwyulu.com/read/45089.html
十分用心细思量,提示：“十分”等于长度“一寸”，扣“寸”。“心”理解为竖心旁“忄”。忄+寸=忖。“忖”字义为“仔细考虑”，与谜面中的“细思量”相扣。,忖,https://www.wwyulu.com/read/45087.html
竹篮打水个个空,提示：“水”理解为三点水“氵”。“个个”理解为“个”与“个”组成字“竹”，“竹”理解为竹字头“⺮”。“竹篮打水个个空”理解为“篮”字的“⺮”空了，剩下“监”，“监”再与“氵”组成字“滥”。监+氵=滥。,滥,https://www.wwyulu.com/read/45085.html
关掉阀门人再走,提示：“关掉阀门”理解为“阀”字的“门”掉了，没有了，剩下“伐”。“人”理解为单人旁“亻”。“关掉阀门人再走”理解为“伐”字的“亻”走了，没有了，剩下“戈”。伐-亻=戈。,戈,https://www.wwyulu.com/read/45083.html
两人相处，格外大方,提示：“两人”理解为双人旁“彳”。“格”理解为方格，形状为“口”。“方”理解为方格，形状为“口”。“两人相处，格外大方”理解为“彳”“口”与大“口”组成字“徊”。彳+口+口=徊。,徊,https://www.wwyulu.com/read/45081.html
又生一女心生气,提示：谜面中的“又”“女”“心”三字组成字“怒”。又+女+心=怒。“生气”说明发怒了，扣“怒”。第二次紧扣谜底。,怒,https://www.wwyulu.com/read/45079.html
变相回扣放桌下,提示：“变相回扣”理解为“回扣”变化，调整笔画。“桌下”理解为“桌”字的下面部分，为“木”。笔画调整的“回扣”与“木”组成字“操”。回+扣+木=操。,操,https://www.wwyulu.com/read/45077.html
晴空一色光闪闪,提示：“色”理解为颜色；“晴空一色”理解为“晴”字的颜色（青色）空了，没有了，剩下“日”。“日”与谜面中的“光”组成字“晃”。日+光=晃。,晃,https://www.wwyulu.com/read/45075.html
两点前来表决心,提示：“点”理解为“、”；“两点”理解为“、、”。“两点前来表决”反过来理解就是“决”字的“、、”没有了，剩下“夬”。“心”理解为竖心旁“忄”。忄+夬=快。,快,https://www.wwyulu.com/read/45073.html
够十两就行,提示：“十两”等于重量“一斤”，扣“斤”。“行”理解为行走，扣“走”，“走”理解为走之旁“辶”。辶+斤=近。,近,https://www.wwyulu.com/read/45071.html
真心牵挂意中人,提示：“真心”理解为“真”字的中心部分，为“三”。“意中”理解为“意”字的中间部分，为“日”。“三”“日”与谜面中的“人”组成字“春”。三+日+人=春。,春,https://www.wwyulu.com/read/45069.html
人格为重,提示：“人”理解为单人旁“亻”。“格”理解为方格，形状为“口”。“人格为重”理解为“亻”“口”重复，即“亻亻”“口口”，“亻亻”与“口口”组成字“徊”。亻+亻+口+口=徊。,徊,https://www.wwyulu.com/read/45067.html
见了还依旧,提示：谜面中的“了”与“旧”组成字“阳”。了+旧=阳。,阳,https://www.wwyulu.com/read/45065.html
一到室内就讲话,提示：“室内”理解为“室”字的内部，里面部分，为“一厶”。“一厶”与谜面中的“一”组成字“云”。“云”字义为“说话”，与谜面中的“讲话”相扣。,云,https://www.wwyulu.com/read/45063.html
且在乡下搞改革,提示：“乡下搞改革”理解为“乡”字下面部分改革，调整笔画，变成字“纟”。“纟”与谜面中的“且”组成字“组”。纟+且=组。,组,https://www.wwyulu.com/read/45061.html
河畔亮灯时,提示：“河畔”理解为“河”字的一边，取“氵”。“亮灯时”说明时间段为酉时，扣“酉”。酉+氵=酒。,酒,https://www.wwyulu.com/read/45059.html
一一出击，错失先机,提示：“一一出击”理解为“击”字的“一一”出去了，没有了，剩下“山”。“错”理解为做错题老师打的“×”。“失先机”理解为“机”字的先头部分失去了，剩下“几”。几+×+山=岚。,岚,https://www.wwyulu.com/read/45057.html
残花片片隐叶中,提示：“残花”理解为“花”字残缺了，剩下“匕”；“残花片片”说明有两片“匕”字，即“匕匕”。“匕匕”与谜面中的“叶”组成字“哔”。匕+匕+叶=哔。,哔,https://www.wwyulu.com/read/45055.html
抓大放小搞改革,提示：“大”明扣。“放小搞改革”理解为“小”字放倒，在改革，调整笔画，变成“买”字没有“大”的部分。大+小=买。,买,https://www.wwyulu.com/read/45053.html
半掩娇身半露羞,提示：“半掩娇”理解为“娇”字的一半掩藏起来了，剩下“女”。“半露羞”理解为“羞”字只露出来一半，为“丑”。丑+女=妞。,妞,https://www.wwyulu.com/read/45051.html
拳头不认人,提示：“拳头”理解为“拳”字的头部，即“拳”字没有“手”的部分。“不认人”理解为“认”字的“人”不要了，剩下“讠”，“讠”理解为“言”。,誊,https://www.wwyulu.com/read/45049.html
三十年河西,提示：“三十”等于“二十”加上“一十”，“廿”字义为“二十”，“三十”即“廿”加上“一十”，“廿”与“一十”组成字“世”。“河西”理解为“河”字的西面（左边部分），为“氵”。氵+世=泄。,泄,https://www.wwyulu.com/read/45047.html
一直在作证,提示：“直”理解为竖直，形状为“丨”。“一直在作证”反过来理解就是“证”字的“一”“丨”没有在，剩下“让”。,让,https://www.wwyulu.com/read/45045.html
抛开个人，上下一心,提示：“抛开个人”理解为“个”字的“人”抛开了，剩下“丨”。“上下”理解为“上”字的下面部分，为“一”。“丨”“一”与谜面中的“一心”组成字“志”。丨+一+一+心=志。,志,https://www.wwyulu.com/read/45043.html
两点开会,提示：“点”理解为“、”；“两点”理解为两个“、”，即“、、”。“、、”与谜面中的“开”会和，组成字“并”。,并,https://www.wwyulu.com/read/45041.html
周边游，少古迹,提示：“周边游”理解为“周”字的边框游走了，没有了，剩下“吉”。“周边游，少古迹”理解为“吉”少了“古”，剩下“一”。吉-古=一。,一,https://www.wwyulu.com/read/45039.html
二人着手抓重点,提示：“点”理解为“、”；“重点”理解为“、”字重复，即“、、”。“、、”与谜面中的“二人”“手”组成字“拳”。,拳,https://www.wwyulu.com/read/45037.html
放飞心情迎来日出,提示：“心”理解为竖心旁“忄”。“放飞心情”理解为“情”字的“忄”放飞了，剩下“青”。“青”与谜面中的“日”组成字“晴”。青+日=晴。,晴,https://www.wwyulu.com/read/45035.html
土生土长成佳丽,提示：“土生土长成佳丽”反过来理解就是“佳丽”二字的“土土”没有了，分别剩下“亻丽”，“亻”与“丽”组成字“俪”。亻+丽=俪。,俪,https://www.wwyulu.com/read/45033.html
戒烟之后夜无梦,提示：“戒烟之后”理解为“烟”字的后面部分戒掉了，没有了，剩下“火”。“夕”字义为“晚上”，与谜面中的“夜”相扣。“夜无梦”理解为“梦”字的“夕”无，没有了，剩下“林”。林+火=焚。,焚,https://www.wwyulu.com/read/45031.html
要虚心，不自负,提示：“虚心”理解为“虚”字的中心部分，为“七”。“负”理解为负号，负号的形状为“一”。“不自负”理解为“自”字的“一”不要了，剩下“白”。白+七=皂。,皂,https://www.wwyulu.com/read/45029.html
旧日已逝未来远,提示：“旧日已逝”理解为“旧”字的“日”逝去了，没有了，剩下“丨”。“未来远”理解为“来”字的“未”远去了，没有了，剩下“丷”。“旧日已逝未来远”理解为“丨”与“丷”组成字“丫”。,丫,https://www.wwyulu.com/read/45027.html
影后全靠换新妆,提示：“影后”理解为“影”字的后面部分，为“彡”。“全靠换新妆”理解为“全”字调整笔画，变成“人王”。彡+全=珍。,珍,https://www.wwyulu.com/read/45025.html
