clue,explanation,answer,url
"Guy, 50, a prickly type (6)",' a prickly type ' is the definition. (prickly plant) ' guy 50 ' is the wordplay. ' guy ' becomes ' tease '  . ' 50 ' becomes ' l ' ('L' can be a synonym of '50') . ' tease '+' l '=' TEASEL ',teasel,https://www.crosswordgenius.com/clue/guy-50-a-prickly-type
Greek characters having area inside for dances (8),' for dances ' is the definition. (a lambada is a Brazilian dance) ' greek characters having area ' is the wordplay. ' greek characters ' becomes ' lambdas ' (Greek letter) . ' having ' indicates putting letters inside. ' area ' becomes ' a ' (maths abbreviation) . ' lambdas ' placed around ' a ' is ' LAMBADAS '. ' inside ' acts as a link.,lambadas,https://www.crosswordgenius.com/clue/greek-characters-having-area-inside-for-dances
"Function of church, hiding old wickedness? (6)",' function ' is the definition. (cosine is a kind of function) ' church hiding old wickedness? ' is the wordplay. ' church ' becomes ' ce ' (abbreviation for Church of England) . ' hiding ' means one lot of letters goes inside another. ' old ' becomes ' o ' (common abbreviation eg in OE for Old English) . ' wickedness? ' becomes ' sin ' ('sin' can be a synonym of 'wickedness') . ' o '+' sin '=' osin ' ' ce ' going around ' osin ' is ' COSINE '. ' of ' is the link.,cosine,https://www.crosswordgenius.com/clue/function-of-church-hiding-old-wickedness
"Fighters for a cause, chums suppressing a noise (8)",' fighters for a cause ' is the definition. (the knights of Charlemagne were paladins) ' chums suppressing a noise ' is the wordplay. ' chums ' becomes ' pals ' ('pal' can be a synonym of 'chum') . ' suppressing ' means one lot of letters goes inside another. ' noise ' becomes ' din ' (din is a kind of noise) . ' a '+' din '=' adin ' ' pals ' going around ' adin ' is ' PALADINS '.,paladins,https://www.crosswordgenius.com/clue/fighters-for-a-cause-chums-suppressing-a-noise
Enthusiast goes round and starts to get out for lively trip (8),' lively trip ' is the definition. (trip can mean a dance) ' enthusiast goes round and starts to get out ' is the wordplay. ' enthusiast ' becomes ' fan ' (fan is a kind of enthusiast) . ' goes round ' indicates putting letters inside. ' starts to ' suggests taking the first letters. The first letters of ' g et o ut ' is ' go '. ' fan ' going around ' and ' is ' fandan '. ' fandan '+' go '=' FANDANGO ' ' for ' acts as a link.,fandango,https://www.crosswordgenius.com/clue/enthusiast-goes-round-and-starts-to-get-out-for-lively-trip
Dispeller of evil has to be strangling monster (8),' dispeller of evil ' is the definition. ' to be strangling monster ' is the wordplay. ' to be ' becomes ' exist ' ('exist' can be a synonym of 'be') . ' strangling ' indicates putting letters inside  . ' monster ' becomes ' orc '  . ' exist ' placed around ' orc ' is ' EXORCIST '. ' has ' is the link.,exorcist,https://www.crosswordgenius.com/clue/dispeller-of-evil-has-to-be-strangling-monster
Daughter has head stuck in books? Result of fears (6),' fears ' is the definition. ('dread' can be a synonym of 'fear') ' daughter has head stuck in books? ' is the wordplay. ' daughter ' becomes ' d '. ' has head stuck in books? ' becomes ' reads '. ' d '+' reads '=' DREADS ' ' result of ' is the link.,dreads,https://www.crosswordgenius.com/clue/daughter-has-head-stuck-in-books-result-of-fears
A group of investigators round little girl -- medical problem (8),' medical problem ' is the definition. ' a group of investigators round little girl ' is the wordplay. ' group of investigators ' becomes ' cid ' (Criminal Investigation Department) . ' round ' becomes ' o ' (round can mean a round object) . ' little girl ' becomes ' sis '  . ' a '+' cid '+' o '+' sis '=' ACIDOSIS ',acidosis,https://www.crosswordgenius.com/clue/a-group-of-investigators-round-little-girl-medical-problem
'Brill' old form of therapy? There's something wrong here (6),' there's something wrong here ' is the definition. ' brill old form of therapy? ' is the wordplay. ' brill ' becomes ' def ' (both are slang terms meaning excellent) . ' old form of therapy? ' becomes ' ect ' (abbreviation for electroconvulsive therapy) . ' def '+' ect '=' DEFECT ',defect,https://www.crosswordgenius.com/clue/brill-old-form-of-therapy-theres-something-wrong-here
Criticise a doctor in a certain mould (7),"' criticise ' is the definition. (lambasting is a kind of criticizing) ' a doctor in a certain mould ' is the wordplay. ' doctor ' becomes ' mb ' (Bachelor of Medicine, Medicinae Baccalaureus) . ' in ' is an insertion indicator. ' a certain mould ' becomes ' last ' (a last is a type of mould used in shoe-making) . ' a '+' mb '=' amb ' ' amb ' inserted within ' last ' is ' LAMBAST '.",lambast,https://www.crosswordgenius.com/clue/criticise-a-doctor-in-a-certain-mould
Bury Town's first half leads to major boost after even second half (6),' bury ' is the definition. ('entomb' can be a synonym of 'bury') ' town's first half leads to major boost after even second half ' is the wordplay. ' first half ' suggests halving the letters. ' leads to ' suggests taking the first letters. ' after ' says to put letters next to each other. ' second half ' means to take half the letters. The first letters of ' m ajor b oost ' is ' mb '. ' to wn ' with half the letters taken is ' to '. ' ev en ' cut in half is ' en '. ' to '+' mb '=' tomb ' ' tomb ' put after ' en ' is ' ENTOMB '.,entomb,https://www.crosswordgenius.com/clue/bury-towns-first-half-leads-to-major-boost-after-even-second-half
Careless and extremely rude girl (6),' careless ' is the definition. (thesaurus) ' extremely rude girl ' is the wordplay. ' extremely ' says to hollow out the word (remove centre letters). ' girl ' becomes ' miss '  . ' r ud e ' with its middle removed is ' re '. ' re '+' miss '=' REMISS ' ' and ' is the link.,remiss,https://www.crosswordgenius.com/clue/careless-and-extremely-rude-girl
Youngster swallows large part of tooth (4),' part of tooth ' is the definition. ('pulp' is part of 'tooth') ' youngster swallows large ' is the wordplay. ' youngster ' becomes ' pup '  . ' swallows ' means one lot of letters goes inside another. ' large ' becomes ' l '. ' pup ' going around ' l ' is ' PULP '.,pulp,https://www.crosswordgenius.com/clue/youngster-swallows-large-part-of-tooth
"Where some are playing football, or riding around (8)",' where some are playing football ' is the definition. (term for the field in American football) ' or riding around ' is the wordplay. ' around ' is an anagram indicator. ' or '+' riding '=' orriding ' ' orriding ' with letters rearranged gives ' GRIDIRON '.,gridiron,https://www.crosswordgenius.com/clue/where-some-are-playing-football-or-riding-around
"Two obstacles, very large: it’s for a Russian invasion (10)",' a russian invasion ' is the definition. (Operation Barbarossa - German invasion of Russia) ' two obstacles very large it's ' is the wordplay. ' two obstacles ' means two replacements for ' obstacle '. ' obstacle ' becomes ' bar '  . ' obstacle ' becomes ' bar '  . ' very large ' becomes ' os ' (abbreviation for oversize) . ' it ' becomes ' sa ' (old-fashioned abbreviation for sex appeal) . ' bar '+' bar '+' os '+' sa '=' BARBAROSSA ' ' for ' is the link.,barbarossa,https://www.crosswordgenius.com/clue/two-obstacles-very-large-its-for-a-russian-invasion
"Speak badly of drug, taken regularly in tiny amount (7)",' speak badly of ' is the definition.  ' drug taken regularly in tiny amount ' is the wordplay. ' taken regularly ' means one should take alternating letters. ' in ' is an insertion indicator. ' tiny amount ' becomes ' trace '  . The alternate letters of ' d r u g ' are ' du '. ' du ' placed into ' trace ' is ' TRADUCE '.,traduce,https://www.crosswordgenius.com/clue/speak-badly-of-drug-taken-regularly-in-tiny-amount
"Smile, darling, although missing a tooth (7)",' tooth ' is the definition. (grinder is a kind of tooth) ' smile darling although missing a ' is the wordplay. ' smile ' becomes ' grin ' (grinning is a kind of smiling) . ' darling ' becomes ' dear ' ('dear' can be a synonym of 'darling') . ' although missing ' is a deletion indicator. ' dear ' with ' a ' taken away is ' der '. ' grin '+' der '=' GRINDER ',grinder,https://www.crosswordgenius.com/clue/smile-darling-although-missing-a-tooth
Scrub fork clean for a bit of breakfast (9),' a bit of breakfast ' is the definition. (cornflakes is a breakfast cereal) ' scrub fork clean ' is the wordplay. ' scrub ' is an anagram indicator  . ' fork '+' clean '=' forkclean ' ' forkclean ' is an anagram of ' CORNFLAKE '. ' for ' acts as a link.,cornflake,https://www.crosswordgenius.com/clue/scrub-fork-clean-for-a-bit-of-breakfast
Router sends digger round Bath (10),' router ' is the definition. ' digger round bath ' is the wordplay. ' digger ' becomes ' ditcher '. ' round ' means one lot of letters goes inside another. ' bath ' becomes ' spa '  . ' ditcher ' enclosing ' spa ' is ' DISPATCHER '. ' sends ' acts as a link.,dispatcher,https://www.crosswordgenius.com/clue/router-sends-digger-round-bath
Refuse hard slog (5),' slog ' is the definition. (thesaurus) ' refuse hard ' is the wordplay. ' refuse ' becomes ' marc ' (discarded material in winemaking) . ' hard ' becomes ' h '. ' marc '+' h '=' MARCH ',march,https://www.crosswordgenius.com/clue/refuse-hard-slog
"Portrait of animal so original (4,4)",' portrait ' is the definition.  ' animal so original ' is the wordplay. ' original ' indicates anagramming the letters. ' animal '+' so '=' animalso ' ' animalso ' with letters rearranged gives ' MONA LISA '. ' of ' is the link.,mona lisa,https://www.crosswordgenius.com/clue/portrait-of-animal-so-original
"Loss of earnings shocking to Mexican (6,3)",' loss of earnings ' is the definition. ' shocking to mexican ' is the wordplay. ' shocking ' indicates anagramming the letters  . ' to '+' mexican '=' tomexican ' ' tomexican ' anagrammed gives ' INCOME-TAX '.,income tax,https://www.crosswordgenius.com/clue/loss-of-earnings-shocking-to-mexican
Lying for the country has caught ambassador finally (9),' lying ' is the definition. (thesaurus) ' for the country has caught ambassador finally ' is the wordplay. ' for ' becomes ' pro '  . ' the country ' becomes ' state ' ('state' can be a synonym of 'country'**) . ' has caught ' means one lot of letters goes inside another. ' finally ' says to take the final letters. The last letter of ' ambassado r ' is ' r '. ' state ' enclosing ' r ' is ' strate '. ' pro '+' strate '=' PROSTRATE ',prostrate,https://www.crosswordgenius.com/clue/lying-for-the-country-has-caught-ambassador-finally
Hotel inside western city a mile and six feet (9),"' six feet ' is the definition. (line of poetry consisting of six metric feet) ' hotel inside western city a mile ' is the wordplay. ' hotel ' becomes ' h ' (phonetic alphabet: alpha,  bravo, charlie etc.) . ' inside ' indicates putting letters inside. ' western city ' becomes ' exeter '. ' mile ' becomes ' m ' (common abbreviation) . ' a '+' m '=' am ' ' exeter ' going around ' am ' is ' exameter '. ' h '+' exameter '=' HEXAMETER ' ' and ' is the link.",hexameter,https://www.crosswordgenius.com/clue/hotel-inside-western-city-a-mile-and-six-feet
Composer reaching height? Rather unlikely (7),' rather unlikely ' is the definition. (tall can mean unlikely as in a tall tale) ' composer reaching height? ' is the wordplay. ' composer ' becomes ' tallis '  . ' reaching ' says to put letters next to each other. ' height? ' becomes ' h '. ' tallis '+' h '=' TALLISH ',tallish,https://www.crosswordgenius.com/clue/composer-reaching-height-rather-unlikely
"Lights finally low, central heating on, kiss and cuddle (6)",' kiss and cuddle ' is the definition.  ' lights finally low central heating ' is the wordplay. ' finally ' suggests the final letters. ' low ' becomes ' moo ' ('moo' can be a synonym of 'low') . ' central heating ' becomes ' ch '. The last letter of ' light s ' is ' s '. ' s '+' moo '+' ch '=' SMOOCH ' ' on ' is the link.,smooch,https://www.crosswordgenius.com/clue/lights-finally-low-central-heating-on-kiss-and-cuddle
Corpse is gory: look out (4),' corpse ' is the definition. (thesaurus) ' gory look out ' is the wordplay. ' gory ' becomes ' bloody ' ('bloody' can be similar in meaning to 'gory') . ' look ' becomes ' lo '. ' out ' suggests deleting specific letters. ' bloody ' with ' lo ' removed is ' BODY '. ' is ' is the link.,body,https://www.crosswordgenius.com/clue/corpse-is-gory-look-out
Dish youngster eats sport being over (6),' dish ' is the definition. (tureen is a kind of dish) ' youngster eats sport being over ' is the wordplay. ' youngster ' becomes ' teen '  . ' eats ' is an insertion indicator. ' sport ' becomes ' ru ' (rugby union) . ' being over ' shows that the letters should be reversed in order. ' ru ' in reverse letter order is ' ur '. ' teen ' going around ' ur ' is ' TUREEN '.,tureen,https://www.crosswordgenius.com/clue/dish-youngster-eats-sport-being-over
Creed not one to criticise harshly (4),' criticise harshly ' is the definition. ' creed not one ' is the wordplay. ' creed ' becomes ' islam '  . ' not ' indicates named letters should be taken away. ' one ' becomes ' i ' (Roman numeral) . ' islam ' with ' i ' taken out is ' SLAM '. ' to ' is the link.,slam,https://www.crosswordgenius.com/clue/creed-not-one-to-criticise-harshly
Be getting on motorway over part of England to make fortune (9),' fortune ' is the definition. ' be getting on motorway over part of england ' is the wordplay. ' be getting on ' becomes ' age '. ' motorway ' becomes ' m '. ' over ' says the letters should be written backwards. ' part of england ' becomes ' bucks ' (abbreviation for Buckinghamshire) . ' age '+' m '=' agem ' ' agem ' reversed gives ' mega '. ' mega '+' bucks '=' MEGABUCKS ' ' to make ' acts as a link.,megabucks,https://www.crosswordgenius.com/clue/be-getting-on-motorway-over-part-of-england-to-make-fortune
