input,explanation,answer
头顶长胸的女子(猜一字),提示：“胸”可以理解为“波”。“波”与谜面中的“女”组成字“婆”。波+女=婆。,婆
人受惊后犹不前(猜一字),提示：“人”理解为单人旁“亻”。“惊后”指的是“惊”字笔画的后面部分，为“京”。“犹不前”指的是“犹”字笔画的前面部分不要了，剩下“尤”。尤+京+亻=僦。,僦
先呼后和方协调(猜一字),提示：“先呼”指的是“呼”字笔画的先头部分，为“口”。“后和”指的是“和”字笔画的后面部分，为“口”。“方”理解为方格，形状为“口”。口+口+口=品。,品
三个又字叠罗汉，木字在底都不颤(猜一字),提示：“三个又”理解为三个“又”字，即“又又又”。“又又又”与谜面中的“木”组成字“桑”。又+又+又+木=桑。,桑
舍得用苦心(猜一字),提示：“苦心”理解为“苦”字的中心部分，为“十”。“舍得用苦心”理解为“舍”字用掉了“十”，剩下“合”。舍-十=合。,合
两人闯入七星阵(猜一字),提示：“两人”理解为两个“人”字，即“人人”。“星”理解为星星的形状，为“、”；“七星”理解为七个“、”，即“、、、、、、、”。,淡
主人一来就发言(猜一字),提示：“人”理解为单人旁“亻”。“主”明扣。“一”明扣。“言”理解为言字旁“讠”。讠+亻+主+一=谁。,谁
连夜造林(猜一字),提示：“夕”字义为“夜晚”，与谜面中的“夜”相扣。“夕”与谜面中的“林”组成字“梦”。夕+林=梦。,梦
山被鸟包围(猜一字),提示：谜面中的“山”与去掉“一”的“鸟”组成字“岛”。,岛
我将埋头做贡献(猜一字),提示：“予”人称代词“我”，与谜面中的“我”相扣。“埋头做贡献”理解为“埋”字的头部（左边部分）被贡献出去了，剩下“里”。里+予=野。,野
如未相遇要开口(猜一字),提示：“如未相遇要开口”指的是“如未”笔画中的“口”开除，去掉，剩下“女未”，“女”与“未”相遇，组成字“妹”。女+未=妹。,妹
左十八，右十八，国家建设需要它(猜一字),提示：谜面中的“十”与“八”组成字“木”。“左十八，右十八”理解为左边一个“木”，右边一个“木”，组成字“林”。木+木=林。,林
水多一点(猜一字),提示：“点”指的是标点符号中的“、”。“水多一点”指的是“水”字多了“一”和“、”，组成字“永”。,永
包公上场(猜一字),提示：“包公”理解为黑脸包拯，扣“黑”。“上场”理解为出场，扣“出”。出+黑=黜。,黜
清明前后报到(猜一字),提示：“清明前”理解为清除掉“明”字的前面部分，剩下“月”。“后报”理解为“报”字的后面部分，即“报”字没有“扌”的部分。,服
仕途坎坷，人去心来(猜一字),提示：“人”理解为单人旁“亻”。“仕途坎坷，人去心来”理解为“仕”字的“亻”去了，没有了，剩下“士”，“士”与“心”组成字“志”。士+心=志。,志
国外进口(猜一字),提示：“国外”理解为“国”字的外面部分，为“口”。“国外进口”理解为“口”字进入一个“口”，组成字“回”。,回
任我行(猜一字),提示：“我”即“吾”之意。“行”明扣。吾+行=衙。,衙
胡汉三隐姓改名(猜一字),提示：“胡汉三隐姓改名”理解为“胡汉三”的姓隐藏起来，剩下“汉三”，“汉三”在改动调整笔画，变成字“泽”。,泽
邀我赴豫说相声(猜一字),提示：“予”字义为“我”，与谜面中的“我”相扣。“邀我赴豫”反过来理解就是“豫”没有邀请“予”，剩下“象”。豫-予=象。“说相声”理解为谜底与“相”读声相同，即“象”与“相”谐音相扣。,象
一字七横六直，世人少有人识，有人去问刘备，刘备去问孟德(猜一字),提示：“孟德”即三国时期的曹操，扣“曹”。“曹”字为七横六竖。,曹
金银耗尽为前情(猜一字),提示：“金”理解为金字旁“钅”；“金银耗尽”理解为“银”字的“钅”耗尽了，没有了，剩下“艮”。“前情”理解为“情”字的前面部分，为“忄”。忄+艮=恨。,恨
每天洗一澡(猜一字),提示：“每天”理解为每一日，扣“一日”。“洗澡”理解为沐浴，扣“沐”。沐+一+日=渣。,渣
赠款(猜一字),提示：“赠款”理解为用金钱帮助别人，扣“金助”，“金”理解为金字旁“钅”，“钅”与“助”组成字“锄”。钅+助=锄。,锄
电解，负离子(猜一字),提示：“电解”指的是“电”字笔画解开，变成“口一乚”。“负”指的是负号，符号为“-”；“负离子”指的是“子”字笔画中的“-”离开，去掉，剩下“了”。了+电=吼。,吼
张嘴就唱(猜一字),提示：“口”字义为“嘴”，与谜面中的“嘴”相扣。“张嘴就唱”理解为“唱”字的“口”张开了，没有了，剩下“昌”。唱-口=昌。,昌
大河奔流向东来(猜一字),提示：“河”理解为河水，“河奔流”理解为“河”字的“氵（水）”奔流走了，没有了，剩下“可”。“东”字义为“春天”，扣“春”，“春”五行属“木”。“木”“可”与谜面中的“大”组成字“椅”。木+可+大=椅。,椅
影后白首不对头(猜一字),提示：“影后”指的是“影”字笔画的后面部分，为“彡”。“白首”指的是“白”字笔画的首部“丿”。“不对头”指的是“不”与“不”头部相连，组成字“米”。米+丿+彡=彩。,彩
自会下台(猜一字),提示：“下台”理解为“台”字的下面部分，为“口”。“口”与谜面中的“自”组成字“咱”。口+自=咱。,咱
昂首站前方(猜一字),提示：“昂首”指的是“昂”字笔画的首部，为“日”。“站前”指的是“站”字笔画的前面部分，为“立”。“方”理解为方格，形状为“口”。口+日+立=喑。,喑
亭前小桥几曾来(猜一字),提示：“亭前”理解为“亭”字的前面部分，为“亠口”。“小桥”的形状为“冖”。“冖”“亠口”与谜面中的“几”组成字“亮”。冖+亠口+几=亮。,亮
天寒地冻君何为(猜一字),提示：“天寒地冻君何为”理解为天气寒冷的时候我们会做什么，当然是增加衣服了，扣“加衣”，“加”与“衣”组成字“袈”。加+衣=袈。,袈
黑笔写出白十字(猜一字),提示：“亚”字繁体字为“亞”。“亞”字的笔画部分为黑色，里面白色部分的形状为“十”字。,亚
一头大来一头小，末端锐利最为妙(猜一字),提示：“一头大来一头小”理解为一头为“大”字，一头为“小”字，组成字“尖”。大+小=尖。“末端锐利最为妙”理解为末端尖锐的东西，扣“尖”。,尖
没恒心(猜一字),提示：“心”理解为竖心旁“忄”。“没恒心”理解为“恒”字没有“忄”，剩下“亘”。恒-忄=亘。,亘
好人(猜一字),提示：“好”即“良”之意。“人”明扣。人+良=食。,食
初秋约定惠东聚(猜一字),提示：“初秋”指的是“秋”字笔画的初始部分，为“禾”。“惠”明扣。“初秋约定惠东聚”指的是“惠”约定在“禾”的东面（右边），组成字“穗”。禾+惠=穗。,穗
率先不掩是和非(猜一字),提示：“率先”指的是“率”字笔画的先头部分，为“亠”。“是”的符号为“+”。“非”的符号为“-”。“率先不掩是和非”指的是“亠”与“+”“-”组成字“主”。,主
若教有口便哑，且要无心作恶，中间若没肚肠，外面任生棱角(猜一字),提示：“若教有口便哑”反过来理解就是“哑”字的“口”没有了，剩下“亚”。哑-口=亚。“且要无心作恶”反过来理解就是“恶”字的“心”没有了，剩下“亚”。哑-心=亚。“肚肠”理解为肠道的形状，为“二”。“中间若没肚肠”理解为谜底“亚”字的中间部分没有了，剩下“二”。,亚
赔了夫人又折兵(猜一字),提示：“赔了夫人”指的是“夫”字笔画的“人”赔掉了，剩下“二”。“折兵”指的是“兵”字笔画折掉部分，剩下“八”。八+二=十。,十
残红映窗前，斜雁过东陌(猜一字),提示：“残红”理解为“红”字残缺了，剩下“纟”。“窗前”理解为“窗”字的前面部分，为“宀”。“斜雁”理解为大雁是按着“人字形”飞行的，“人”字倾斜了，变成了“亻”。“东陌”理解为“陌”字的东面（右边部分），为“百”。百+亻+宀+纟=缩。,缩
互上一横往右走，消失不见变空气(猜一字),提示：“横”理解为符号“一”。“互上一横往右走，消失不见变空气”理解为“互”字上面的“一”往右边走，然后消失不见了，剩下“彑”。,彑
俯首贴耳人恭顺(猜一字),提示：“俯首”指的是“俯”字笔画的首部，为“亻”，“亻”扣“人”。“耳”明扣。“人”明扣。人+人+耳=耸。,耸
细微变化(猜一字),提示：“微”理解为微小，扣“小”。“小”与谜面中笔画调整变化的“细”组成字“累”。小+细=累。,累
陇西行留个影(猜一字),提示：“陇西行”理解为“陇”字的西面（左边部分）行走了，没有了，剩下“龙”。“个影”理解为“个”与影子“个”，即“个个”，“个”与“个”组成字“竹”，“竹”理解为竹字头“⺮”。⺮+龙=笼。,笼
有人上电大(猜一字),提示：“人”理解为单人旁“亻”。“亻”与谜面中的“电大”组成字“俺”。亻+电+大=俺。,俺
粗心看成二十四(猜一字),提示：“粗心看成”理解为“成”字粗心看了一下，看错了，看成了“戌”。“二十”理解为两个“十”字，即“十十”，“十”与“十”组成字“艹”。“艹”“戌”与谜面中的“四”组成字“蔑”。艹+戌+四=蔑。,蔑
